id,message
8096,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8097,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8098,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8099,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8100,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8101,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8102,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8103,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8104,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8105,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8106,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8107,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8108,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8109,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8110,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8111,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8112,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8113,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8114,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8115,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8116,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8117,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8118,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8119,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8120,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8121,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8122,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8123,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8124,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8125,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8126,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8127,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8128,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8129,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8130,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8131,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8132,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8133,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8134,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8135,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8136,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8137,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8138,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8139,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8140,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8141,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8142,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8143,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8144,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_EXCEED_ALLOCATION] Space associated with the space token 2310037 is not enough to hold SURL. 
8145,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_FAILURE] No free space on Storage Area 
8146,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_FAILURE] error accessing dpms17.indiacms.res.in:/disk03/cms/2019-10-09: No route to host 
8147,DESTINATION SRM_PUT_TURL error on the turl  request : [SE][StatusOfPutRequest][SRM_FAILURE] error accessing dpms17.indiacms.res.in:/disk06/cms/2019-10-09: No route to host 
8148,Destination file exists and overwrite is not enabled
8149,Destination file exists and overwrite is not enabled
8150,Destination file exists and overwrite is not enabled
8151,Destination file exists and overwrite is not enabled
8152,Destination file exists and overwrite is not enabled
8153,Destination file exists and overwrite is not enabled
8154,Destination file exists and overwrite is not enabled
8155,Destination file exists and overwrite is not enabled
8156,Destination file exists and overwrite is not enabled
8157,Destination file exists and overwrite is not enabled
8158,Destination file exists and overwrite is not enabled
8159,Destination file exists and overwrite is not enabled
8160,Destination file exists and overwrite is not enabled
8161,Destination file exists and overwrite is not enabled
8162,Destination file exists and overwrite is not enabled
8163,Destination file exists and overwrite is not enabled
8164,Destination file exists and overwrite is not enabled
8165,Destination file exists and overwrite is not enabled
8166,Destination file exists and overwrite is not enabled
8167,Destination file exists and overwrite is not enabled
8168,Destination file exists and overwrite is not enabled
8169,Destination file exists and overwrite is not enabled
8170,Destination file exists and overwrite is not enabled
8171,Destination file exists and overwrite is not enabled
8172,Destination file exists and overwrite is not enabled
8173,Error on XrdCl::CopyProcess::Run(): [ERROR] Operation expired
8174,Error on XrdCl::CopyProcess::Run(): [ERROR] Operation expired
8175,Error on XrdCl::CopyProcess::Run(): [ERROR] Operation expired
8176,Error on XrdCl::CopyProcess::Run(): [ERROR] Operation expired
8177,Error on XrdCl::CopyProcess::Run(): [ERROR] Operation expired
8178,Error on XrdCl::CopyProcess::Run(): [ERROR] Operation not supported
8179,Error on XrdCl::CopyProcess::Run(): [ERROR] Operation not supported
8180,Error on XrdCl::CopyProcess::Run(): [ERROR] Operation not supported
8181,Error on XrdCl::CopyProcess::Run(): [ERROR] Operation not supported
8182,Error on XrdCl::CopyProcess::Run(): [ERROR] Operation not supported: Destination does not support third-party-copy.
8183,Error on XrdCl::CopyProcess::Run(): [ERROR] Operation not supported: Destination does not support third-party-copy.
8184,Error on XrdCl::CopyProcess::Run(): [ERROR] Operation not supported: Source does not support third-party-copy
8185,Error on XrdCl::CopyProcess::Run(): [ERROR] Operation not supported: Source does not support third-party-copy
8186,Error on XrdCl::CopyProcess::Run(): [ERROR] Operation not supported: Source does not support third-party-copy
8187,Error on XrdCl::CopyProcess::Run(): [ERROR] Operation not supported: Source does not support third-party-copy
8188,Error on XrdCl::CopyProcess::Run(): [ERROR] Operation not supported: Source does not support third-party-copy
8189,Error on XrdCl::CopyProcess::Run(): [ERROR] Operation not supported: Source does not support third-party-copy
8190,Error on XrdCl::CopyProcess::Run(): [ERROR] Operation not supported: Source does not support third-party-copy
8191,Error on XrdCl::CopyProcess::Run(): [ERROR] Operation not supported: Source does not support third-party-copy
8192,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3003] Output file /dpm/nikhef.nl/home/atlas/atlasscratchdisk/rucio/tests/e7/bf/file8_e461b4e5-06ec-4045-b9e4-15d0b29b8f31 is already opened by 1 writer; open denied. 
8193,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3005] [ERROR] Server responded with an error: [3011] No servers have read access to the file 
8194,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3005] [ERROR] Socket error 
8195,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3005] [FATAL] Auth failed 
8196,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3005] [FATAL] Auth failed 
8197,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3005] [FATAL] Auth failed 
8198,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3005] [FATAL] Auth failed 
8199,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3005] [FATAL] Auth failed 
8200,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3005] [FATAL] Auth failed 
8201,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3005] [FATAL] Auth failed 
8202,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3005] [FATAL] Auth failed 
8203,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3005] [FATAL] Auth failed 
8204,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3005] [FATAL] Auth failed 
8205,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3005] [FATAL] Auth failed 
8206,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3005] [FATAL] Auth failed 
8207,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3005] [FATAL] Auth failed 
8208,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3005] [FATAL] Auth failed 
8209,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3009] Copy failed; unable to pass credentials. 
8210,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3009] Copy failed; unable to pass credentials. 
8211,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3009] Copy failed; unable to pass credentials. 
8212,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3009] Copy failed; unable to pass credentials. 
8213,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3009] Copy failed; unable to pass credentials. 
8214,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3009] Copy failed; unable to pass credentials. 
8215,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3009] Copy failed; unable to pass credentials. 
8216,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3009] Copy failed; unable to pass credentials. 
8217,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3009] Copy failed; unable to pass credentials. 
8218,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3009] Copy failed; unable to pass credentials. 
8219,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3009] Copy failed; unable to pass credentials. 
8220,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3009] Copy failed; unable to pass credentials. 
8221,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3009] Copy failed; unable to pass credentials. 
8222,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Unable to create /atlas/atlasscratchdisk/rucio/tests/1f/ac/file4_f9661ab1-3439-421a-bfce-5c1303f00cf2; permission denied 
8223,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Unable to create /atlas/atlasscratchdisk/rucio/tests/2d/ca/file14_fb05163c-060a-496d-9818-3bc0f7c507dc; permission denied 
8224,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Unable to create /atlas/atlasscratchdisk/rucio/tests/33/9e/file2_659ffe44-6aae-435b-bdaa-f3aa0986bfa1; permission denied 
8225,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Unable to create /atlas/atlasscratchdisk/rucio/tests/5c/1d/file12_a4b5a4a7-a966-4dfb-9e40-3e1ae4ed1d69; permission denied 
8226,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Unable to create /atlas/atlasscratchdisk/rucio/tests/64/a5/file10_5e81ff46-7ca9-40de-a2c8-5544b71ee0eb; permission denied 
8227,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Unable to create /atlas/atlasscratchdisk/rucio/tests/6f/38/file4_9944adb6-9da6-4a3d-af1e-954ee58ddafe; permission denied 
8228,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Unable to create /atlas/atlasscratchdisk/rucio/tests/70/d2/file17_abf33c1d-5bf3-4793-9895-83785ab45f96; permission denied 
8229,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Unable to create /atlas/atlasscratchdisk/rucio/tests/85/b5/file15_f127cf1b-921f-4188-8744-466f58cf069c; permission denied 
8230,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Unable to create /atlas/atlasscratchdisk/rucio/tests/8d/e7/file11_a80cdc5e-67af-456a-b450-3ffc59760f8b; permission denied 
8231,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Unable to create /atlas/atlasscratchdisk/rucio/tests/96/c2/file4_0c6dc98e-96ab-4188-9af3-646849e136f6; permission denied 
8232,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Unable to create /atlas/atlasscratchdisk/rucio/tests/9c/f6/file16_2737b98e-5892-43f3-85c8-94f9e3ed0530; permission denied 
8233,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Unable to create /atlas/atlasscratchdisk/rucio/tests/9e/8c/file21_8f4ade03-bd67-43d5-91c0-dbed7730af06; permission denied 
8234,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Unable to create /atlas/atlasscratchdisk/rucio/tests/af/92/file11_fde65efc-fa2f-4a0c-9106-05de6a582582; permission denied 
8235,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Unable to create /atlas/atlasscratchdisk/rucio/tests/af/ce/file1_3b08287b-d08f-43a3-94e8-61c873ceb8b9; permission denied 
8236,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Unable to create /atlas/atlasscratchdisk/rucio/tests/b7/98/file3_a39eca9a-7234-4633-b561-38998022de1a; permission denied 
8237,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Unable to create /atlas/atlasscratchdisk/rucio/tests/c5/94/file16_59622d51-d938-468b-a750-159f54356749; permission denied 
8238,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Unable to create /atlas/atlasscratchdisk/rucio/tests/d6/3a/file20_670d7a24-234b-4452-929d-4bab4333c681; permission denied 
8239,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Unable to create /atlas/atlasscratchdisk/rucio/tests/eb/ef/file23_85aeda44-20cb-43a6-a572-8600baf0e3f8; permission denied 
8240,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Unable to create /atlas/atlasscratchdisk/rucio/tests/f3/12/file10_5effd359-348c-4a08-ad4c-c302931f55e3; permission denied 
8241,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Unable to create /atlas/atlasscratchdisk/rucio/tests/f7/1e/file7_372c59ad-c2b1-409c-ae73-432822092677; permission denied 
8242,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Unable to create /atlas/atlasscratchdisk/rucio/tests/fd/5a/file3_7f324e30-3965-41ae-97c9-10037e5c7dfc; permission denied 
8243,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Unable to create /pnfs/usatlas.bnl.gov/atlasscratchdisk/rucio/tests/30/45/file16_d2e57560-d595-4763-90c6-252016a3dce2; permission denied 
8244,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Unable to create /pnfs/usatlas.bnl.gov/atlasscratchdisk/rucio/tests/70/d2/file17_abf33c1d-5bf3-4793-9895-83785ab45f96; permission denied 
8245,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Unable to create /pnfs/usatlas.bnl.gov/atlasscratchdisk/rucio/tests/90/c8/file12_3f79c749-7930-4234-b1f2-0c64d563760d; permission denied 
8246,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8247,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8248,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8249,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8250,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8251,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8252,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8253,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8254,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8255,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8256,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8257,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8258,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8259,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8260,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8261,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8262,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8263,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8264,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8265,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8266,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8267,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8268,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8269,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8270,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8271,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8272,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8273,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8274,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8275,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8276,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8277,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8278,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8279,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8280,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8281,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8282,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8283,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8284,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8285,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8286,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8287,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8288,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8289,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8290,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8291,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8292,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8293,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8294,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8295,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8296,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8297,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8298,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8299,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8300,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8301,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8302,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8303,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8304,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8305,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8306,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8307,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8308,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8309,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8310,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8311,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8312,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8313,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8314,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8315,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8316,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8317,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8318,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8319,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8320,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
8321,Error on XrdCl::CopyProcess::Run(): [ERROR] Server responded with an error: [3010] Write permission denied 
